332.84,573.84,341.51,308.64,321.15,320.71,0.74,341.81,204.27,451.83,423.21,492.66,429.14,323.53,408.81,630.72,668.62,1053.15,470.54,1249.26
346.68,572.65,324.4,318.15,333.87,324.43,7.51,343.59,19.48,442.83,432.28,531.7,439.18,348.52,423.54,669.39,686.46,1122.3,563.34,1420.96
394.3,609.99,312.43,334.67,349.33,315.36,53.41,359.96,265.99,526.42,524.87,607.55,545.45,398.12,557.48,768.3,884.92,1182.98,632.87,1919.34
448.39,740.17,357.05,401.37,419.08,318.48,88.89,372.6,375.67,579.73,590.16,639.6,680.11,546.35,679.52,842.37,978.32,1364.12,649.97,2040.91
451,729.16,396.02,462.58,503.25,313.65,97.14,402.57,415.68,637.81,644.74,722.74,743.17,688.7,765.34,931.24,1070.22,1493.72,648.63,1755.75
449.14,706.77,378.25,424.65,520.51,309.34,86.73,359.44,499.04,661.24,633.14,713,769.42,769.55,800.3,938.08,1066.13,1436.69,640.53,1509.87
427.11,574.28,325.07,359.5,447.78,287.62,78.32,402.2,494.43,647.26,598.64,670.24,773.14,751.18,766.01,929.08,966.19,1196.51,634.8,1366.13
400.77,499.75,310.79,326.41,407.04,283.98,40.46,368.36,458.66,609.78,560.04,648.83,757.82,632.18,716.48,823.18,899.42,1094.19,644.17,1234.38
397.72,470.06,298.6,336.67,388.45,256.24,24.1,359.96,393.3,579.96,498.84,602.13,678.78,517.79,622.11,788.3,876.37,975.44,645.36,1079.26
369.97,412.26,264.09,318.3,288.58,179.36,0.37,481.16,403.93,505.67,483.37,607.91,612.27,438.84,547.74,762.36,848.82,908.95,855.4,1230.25




































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































